<b>{0}</b> is not a valid URL,<b>{0}</b> не є дійсним URL
"<div class=""alert"">Please don't update it as it can mess up your form. Use the Customize Form View and Custom Fields to set properties!</div>","<div class=""alert"">Будь ласка, не оновлюйте це вручну — це може порушити форму. Використовуйте «Налаштування форми» та «Власні поля» для зміни властивостей!</div>"
"<div class=""ql-editor read-mode""><p>Request a file containing your personally identifiable information (PII) that is saved on our system. The file will be in JSON format and is sent to you by email. If you would like to have your PII deleted from our system, please make a <a href=""/request-to-delete-data"" rel=""noopener noreferrer"">request to delete data</a>.</p></div>","<div class=""ql-editor read-mode""><p>Запитайте файл з вашими персональними даними (PII), що зберігаються в нашій системі. Файл буде у форматі JSON і надісланий вам електронною поштою. Якщо ви хочете видалити свої персональні дані з нашої системи, надішліть <a href=""/request-to-delete-data"" rel=""noopener noreferrer"">запит на видалення даних</a>.</p></div>"
"<div class=""ql-editor read-mode""><p>Send a request to delete your account and personally identifiable information (PII) that is stored on our system. You will receive an email to verify your request. Once the request is verified we will take care of deleting your PII. If you just want to check what PII we have stored, you can <a href=""/request-data"" rel=""noopener noreferrer"">request your data</a>.</p></div>","<div class=""ql-editor read-mode""><p>Надішліть запит на видалення вашого облікового запису та персональних даних (PII), що зберігаються в нашій системі. Ви отримаєте електронний лист для підтвердження запиту. Після підтвердження ми видалимо ваші персональні дані. Якщо ви просто хочете перевірити, які дані ми зберігаємо, ви можете <a href=""/request-data"" rel=""noopener noreferrer"">запросити свої дані</a>.</p></div>"
"<h4>Default Template</h4>\n<p>Uses <a href=""http://jinja.pocoo.org/docs/templates/"">Jinja Templating</a> and all the fields of Address (including Custom Fields if any) will be available</p>\n<pre><code>{{ address_line1 }}&lt;br&gt;\n{% if address_line2 %}{{ address_line2 }}&lt;br&gt;{% endif -%}\n{{ city }}&lt;br&gt;\n{% if state %}{{ state }}&lt;br&gt;{% endif -%}\n{% if pincode %} PIN:  {{ pincode }}&lt;br&gt;{% endif -%}\n{{ country }}&lt;br&gt;\n{% if phone %}Phone: {{ phone }}&lt;br&gt;{% endif -%}\n{% if fax %}Fax: {{ fax }}&lt;br&gt;{% endif -%}\n{% if email_id %}Email: {{ email_id }}&lt;br&gt;{% endif -%}\n</code></pre>","<h4> Шаблон за замовчуванням </h4><p> Використовує <a href=""http://jinja.pocoo.org/docs/templates/"">дзіндзя темплатним</a> і всі поля Адреса (включаючи Настроювані поля якщо такі є) будуть доступні </p><pre> <code>{{ address_line1 }}&lt;br&gt; {% if address_line2 %}{{ address_line2 }}&lt;br&gt;{% endif -%} {{ city }}&lt;br&gt; {% if state %}{{ state }}&lt;br&gt;{% endif -%} {% if pincode %} PIN: {{ pincode }}&lt;br&gt;{% endif -%} {{ country }}&lt;br&gt; {% if phone %}Phone: {{ phone }}&lt;br&gt;{% endif -%} {% if fax %}Fax: {{ fax }}&lt;br&gt;{% endif -%} {% if email_id %}Email: {{ email_id }}&lt;br&gt;{% endif -%}</code> </pre>"
"<h5 class=""text-muted uppercase"">Or</h5>","<h5 class=""text-muted uppercase"">Або</h5>"
"<p>Set context before rendering a template. Example:</p><p>\n</p><div><pre><code>\ncontext.project = frappe.get_doc(""Project"", frappe.form_dict.name)\n</code></pre></div>","<p>Встановіть контекст перед візуалізацією шаблону. Приклад:</p><p></p><div><pre> <code>context.project = frappe.get_doc(&quot;Project&quot;, frappe.form_dict.name)</code></pre></div>"
"<p>Your OTP secret on {0} has been reset. If you did not perform this reset and did not request it, please contact your System Administrator immediately.</p>","<p>Ваш OTP-секрет на {0} було скинуто. Якщо ви не виконували це скидання і не запитували його, негайно зверніться до системного адміністратора.</p>"
"<span class=""h2"">Hi,</span>","<span class=""h2"">Привіт,</span>"
<strong>Warning:</strong> This field is system generated and may be overwritten by a future update. Modify it using {0} instead.,<strong>Увага:</strong> Це поле генерується системою і може бути перезаписане майбутнім оновленням. Змінюйте його через {0}.
=,=
>,>
>=,>=
"A DocType's name should start with a letter and can only consist of letters, numbers, spaces, underscores and hyphens","Назва DocType має починатися з літери і може містити лише літери, цифри, пробіли, підкреслення та дефіси"
"A Frappe Framework instance can function as an OAuth Client, Resource, or Authorization server. This DocType contains settings related to all three.","Екземпляр Frappe Framework може функціонувати як OAuth-клієнт, ресурс або сервер авторизації. Цей DocType містить налаштування для всіх трьох ролей."
A Lead with this Email Address should exist,Провід з цим Адресою електронної пошти повинні існувати
A download link with your data will be sent to the email address associated with your account.,"Посилання для завантаження ваших даних буде надіслано на електронну адресу, пов'язану з вашим обліковим записом."
A featured post must have a cover image,Рекомендована публікація повинна мати зображення обкладинки
A field with the name '{}' already exists in doctype {}.,Поле з назвою &quot;{}&quot; вже існує в doctype {}.
A field with the name {0} already exists in {1},Поле з назвою {0} вже існує в {1}
A file with same name {} already exists,Файл з такою самою назвою {} вже існує
A list of resources which the Client App will have access to after the user allows it.<br> e.g. project,"Список ресурсів, до яких клієнтський застосунок матиме доступ після дозволу користувача.<br> Наприклад: project"
A log of request errors,Журнал помилок запитів
A new account has been created for you at {0},Для вас створено новий обліковий запис на {0}
A recurring {0} {1} has been created for you via Auto Repeat {2}.,Для вас створено повторюваний {0} {1} через автоповтор {2}.
A symbol for this currency. For e.g. $,Символ для цієї валюти. Наприклад: $
A template already exists for field {0} of {1},Шаблон для поля {0} з {1} вже існує
A user who posts blogs.,"Користувач, який публікує блоги."
A word by itself is easy to guess.,Одне слово легко вгадати.
A0,A0
A1,A1
A2,A2
A3,A3
A4,A4
A5,A5
A6,A6
A7,A7
A8,A8
A9,A9
ALL,ВСЕ
API,API
API Access,Доступ до API
API Endpoint,Кінцева точка API
API Endpoint Args,Аргументи кінцевої точки API
API Endpoint Args should be valid JSON,Аргументи кінцевої точки API мають бути валідним JSON
API Key,Ключ API
API Key and Secret to interact with the relay server. These will be auto-generated when the first push notification is sent from any of the apps installed on this site.,"Ключ і секрет API для взаємодії з relay-сервером. Вони будуть згенеровані автоматично при відправці першого push-сповіщення з будь-якого додатку, встановленого на цьому сайті."
API Key cannot be  regenerated,API-ключ не може бути регенерований
API Key cannot be regenerated,Ключ API не може бути перегенерований
API Key of the user(Event Subscriber) on the producer site,Ключ API користувача (передплатник події) на сайті виробника
API Keys,Ключі API
API Logging,Журналювання API
API Method,Метод API
API Password,API Пароль
API Request Log,Журнал запитів API
API Secret,Секрет API
API Secret of the user(Event Subscriber) on the producer site,API Секрет користувача (передплатник події) на сайті виробника
API Username,API Ім&#39;я користувача
ASC,За зростанням
About,Про
About Us,Про нас
About Us Settings,Налаштування «Про нас»
About Us Team Member,Член команди «Про нас»
About {0} minute remaining,Залишилось близько {0} хвилини
About {0} minutes remaining,Залишилось близько {0} хвилин
About {0} seconds remaining,Залишилось близько {0} секунд
Accept Invitation,Прийняти запрошення
Accept Payment,приймати Оплата
Accepted,Прийнято
Accepted At,Прийнято о
Access Control,Контроль доступу
Access Key ID,Ідентифікатор ключа доступу
Access Key Secret,Ключовий секрет доступу
Access Log,Журнал доступу
Access Token,Токен доступу
Access Token URL,URL токена доступу
Access not allowed from this IP Address,Доступ з цієї IP-адреси заборонено
Account,Обліковий запис
Account Deletion Settings,Налаштування видалення облікового запису
Accounts Manager,Менеджер облікових записів
Accounts User,Користувач облікових записів
"Accurate count can not be fetched, click here to view all documents","Точну кількість неможливо отримати, натисніть тут, щоб переглянути всі документи"
Action,Дія
Action / Route,Дія / Маршрут
Action Complete,Дію завершено
Action Failed,Дія не вдалась
Action Label,Мітка дії
Action Timeout (Seconds),Тайм-аут дії (секунди)
Action Type,Тип дії
Action {0} completed successfully on {1} {2}. View it {3},Дію {0} успішно виконано для {1} {2}. Переглянути {3}
Action {0} failed on {1} {2}. View it {3},Дія {0} не вдалась для {1} {2}. Переглянути {3}
Actions,Дії
"Actions for workflow (e.g. Approve, Cancel).","Дії робочого процесу (наприклад, Затвердити, Скасувати)."
Activate,Активувати
Active,Активний
Active Directory,Active Directory
Active Domains,Активні домени
Active Sessions,Активні сесії
Activity,Активність
Activity Log,Журнал активності
Activity Log by ,Журнал активності
Activity log of all users.,Журнал активність всіх користувачів.
Add,Додати
Add / Manage Email Accounts.,Додати / Управління обліковими записами електронної пошти.
Add / Manage Email Domains.,Додати / Управління доменів електронної пошти.
Add / Remove Columns,Додати / видалити стовпці
Add / Update,Додати / оновити
Add A New Rule,Додати нове правило
Add Another Comment,Додати ще один коментар
Add Attachment,Додати вкладення
Add Background Image,Додати фонове зображення
Add Border at Bottom,Додати рамку знизу
Add Border at Top,Додати рамку зверху
Add CSS,Додати CSS
Add Card to Dashboard,Додати картку до панелі
Add Chart to Dashboard,Додати графік до панелі
Add Child,Додати дочірній елемент
Add Column,Додати стовпець
Add Contact,Додати контакт
Add Contacts,Додати контакти
Add Container,Додати контейнер
Add Custom Tags,Додати власні теги
Add Fields,Додати поля
Add Filter,Додати фільтр
Add Filters,Додати фільтри
Add Gray Background,Додати сірий фон
Add Group,Додати групу
Add Indexes,Додати індекси
Add Multiple,Додати кілька
Add New Permission Rule,Додати нове правило дозволів
Add Participants,Додати учасників
Add Query Parameters,Додати параметри запиту
Add Review,Додати відгук
Add Roles,Додати ролі
Add Row,Додати рядок
Add Signature,Додати підпис
Add Space at Bottom,Додати відступ знизу
Add Space at Top,Додати відступ зверху
Add Space on Bottom,Додайте пробіл знизу
Add Space on Top,Додайте пробіл зверху
Add Subscribers,Додати підписників
Add Tags,Додати теги
Add Template,Додати шаблон
Add Total Row,Додати рядок підсумку
Add Translate Data,Додати дані перекладу
Add Unsubscribe Link,Додати посилання для відписки
Add User Permissions,Додати дозволи користувача
Add Video Conferencing,Додати відеоконференцію
Add a Filter,Додати фільтр
Add a New Role,Додати нову роль
Add a Row,Додати рядок
Add a column,Додати стовпець
Add a comment,Додати коментар
Add a new section,Додати новий розділ
Add a row above the current row,Додати рядок вище поточного
Add a row at the bottom,Додати рядок внизу
Add a row at the top,Додати рядок вгорі
Add a row below the current row,Додати рядок нижче поточного
Add a tag ...,Додати тег ...
Add a {0} Chart,Додати діаграму {0}
Add all roles,Додати всі ролі
Add column,Додати стовпець
Add custom forms.,Додати користувача форми.
Add custom javascript to forms.,Додати замовлення Javascript для форм.
Add field,Додати поле
Add fields to forms.,Додавання полів форм.
Add meta tags to your web pages,Додайте метатеги до своїх веб-сторінок
Add multiple,Додати кілька
Add new tab,Додати нову вкладку
Add numbers or special characters.,Додайте цифри або спеціальні символи.
Add page break,Додати розрив сторінки
Add row,Додати рядок
Add script for Child Table,Додати скрипт для дочірньої таблиці
Add section above,Додати розділ вище
Add section below,Додати розділ нижче
Add tab,Додати вкладку
Add to Dashboard,Додати до панелі
Add to Print Queue,Додати до черги друку
Add to Queue,Додати до черги
Add to ToDo,Додати до завдань
Add to table,Додати до таблиці
Add to this activity by mailing to {0},"Додайте до цієї активності, надіславши лист на {0}"
Add your own translations,Додати свої власні переклади
Add {0},Додати {0}
Added,Додано
"Added HTML in the &lt;head&gt; section of the web page, primarily used for website verification and SEO","Додано HTML у розділ &lt;head&gt; веб-сторінки, переважно використовується для верифікації сайту та SEO"
Added default log doctypes: {},Додано типи документів журналу за замовчуванням: {}
Added {0},Додано {0}
Added {0} ({1}),Додано {0} ({1})
Adding System Manager to this User as there must be atleast one System Manager,Додавання диспетчера до цієї Користувачем повинно бути принаймні одне System Manager
Additional Permissions,Додаткові дозволи
Address,Адреса
Address And Contacts,Адреса та контакти
Address Line 1,"Адреса, рядок 1"
Address Line 2,"Адреса, рядок 2"
Address Template,Шаблон адреси
Address Title,Назва адреси
Address Title is mandatory.,Назва адреси є обов'язковою.
Address Type,Тип адреси
Address and other legal information you may want to put in the footer.,"Адреса та інша юридична інформація, яку можна розмістити у нижньому колонтитулі."
Addresses,Адреси
Addresses And Contacts,Адреси та контакти
Adds a client custom script to a DocType,Додає користувацький сценарій клієнта до DocType
Adds a custom client script to a DocType,Додає користувацький клієнтський скрипт до DocType
Adds a custom field to a DocType,Додає користувацьке поле до DocType
Admin,Адміністратор
Administration,Адміністрування
Administrator,Адміністратор
Administrator Logged In,Адміністратор увійшов
Administrator accessed {0} on {1} via IP Address {2}.,Адміністратор отримав доступ до {0} {1} з IP-адреси {2}.
Administrator can't follow,Адміністратор не може стежити
Advanced,Розширені
Advanced Control,Розширене керування
Advanced Search,Розширений пошук
Advanced Settings,Розширені налаштування
After,Після
After Cancel,Після скасування
After Delete,Після видалення
After Discard,Після відхилення
After Insert,Після вставки
After Rename,Після перейменування
After Save,Після збереження
After Save (Submitted Document),Після збереження (проведений документ)
After Submission,Після подання
After Submit,Після проведення
Aggregate Field is required to create a number card,Поле агрегації необхідне для створення числової картки
Aggregate Function Based On,Функція агрегації на основі
Aggregate Function field is required to create a dashboard chart,Поле функції агрегації необхідне для створення діаграми панелі
Alert,Сповіщення
Alias must be a string,Псевдонім має бути рядком
Align,Вирівнювання
Align Labels to the Right,Вирівняти мітки праворуч
Align Right,Вирівняти праворуч
Align Value,Вирівняти значення
Alignment,Вирівнювання
All,Всі
All Day,Весь день
All Images attached to Website Slideshow should be public,"Усі зображення, прикріплені до слайдшоу сайту, мають бути публічними"
All Records,Всі записи
All Submissions,Всі подання
All Time,Весь час
All customizations will be removed. Please confirm.,"Всі налаштування буде видалено. Будь ласка, підтвердіть."
All fields are necessary to submit the comment.,Для надсилання коментаря необхідно заповнити всі поля.
"All possible Workflow States and roles of the workflow. Docstatus Options: 0 is ""Saved"", 1 is ""Submitted"" and 2 is ""Cancelled""","Усі можливі стани робочого процесу та ролі. Параметри Docstatus: 0 — «Збережено», 1 — «Подано», 2 — «Скасовано»"
"All possible Workflow States and roles of the workflow. Docstatus Options: 0 is""Saved"", 1 is ""Submitted"" and 2 is ""Cancelled""","Всі можливі стани і ролі в робочому процесі. Варіанти станів документу: 0 ""Збережені"", 1 ""Проведені"" і 2 ""Скасовані"""
All-uppercase is almost as easy to guess as all-lowercase.,"Усі великі літери вгадати майже так само легко, як і всі малі."
Allocated To,Призначено
Allot Points To Assigned Users,Виділити бали призначеним користувачам
Allow,Дозволити
Allow API Indexing Access,Дозволити доступ до індексування API
Allow Auto Repeat,Дозволити автоповтор
Allow Bulk Edit,Дозволити масове редагування
Allow Bulk Editing,Дозволити масове редагування
Allow Comments,Дозволити коментарі
Allow Consecutive Login Attempts,Дозволити послідовні спроби входу
Allow Consecutive Login Attempts ,Дозволити послідовні вхідні спроби
Allow Delete,Дозволити видалення
Allow Dropbox Access,Дозволити доступ Dropbox
Allow Edit,Дозволити редагування
Allow Google Calendar Access,Дозволити доступ до Google Календаря
Allow Google Contacts Access,Дозволити доступ до контактів Google
Allow Google Drive Access,Дозволити доступ до Google Диска
Allow Google Indexing Access,Дозволити доступ до індексування Google
Allow Guest,Дозволити гостю
Allow Guest to View,Дозволити гостю переглядати
Allow Guests to Upload Files,Дозволити гостям завантажувати файли
Allow Import (via Data Import Tool),Дозволити імпорт (через інструмент імпорту даних)
Allow Incomplete Forms,Дозволити Неповні форми
Allow Login After Fail,Дозволити вхід після невдалої спроби
Allow Login using Mobile Number,Дозволити вхід за номером мобільного телефону
Allow Login using User Name,Дозволити вхід за іменем користувача
Allow Modules,Дозволені модулі
Allow Multiple,Дозволити множинні
Allow Print,дозволити друк
Allow Print for Cancelled,Дозволити друк для скасованих
Allow Print for Draft,Дозволити друк для чернеток
Allow Read On All Link Options,Дозволити читання всіх варіантів посилань
Allow Rename,Дозволити перейменування
Allow Roles,Дозволені ролі
Allow Self Approval,Дозволити самостійне затвердження
Allow Sending Usage Data for Improving Applications,Дозволити надсилання даних використання для покращення додатків
Allow approval for creator of the document,Дозволити затвердження автору документа
Allow comments,Дозволити коментарі
Allow delete,Дозволити видалення
Allow document creation via Email,Дозволити створення документів через електронну пошту
Allow editing after submit,Дозволити редагування після подання
Allow events in timeline,Дозволити події в часовій шкалі
Allow in Quick Entry,Дозволити у швидкому введенні
Allow incomplete forms,Дозволити неповні форми
Allow multiple responses,Дозволити кілька відповідей
Allow on Submit,Дозволити при поданні
Allow only one session per user,Дозволити лише одну сесію на користувача
Allow page break inside tables,Дозволити розрив сторінки всередині таблиць
Allow print,Дозволити друк
Allow recording my first session to improve user experience,Дозволити запис моєї першої сесії для покращення користувацького досвіду
Allow saving if mandatory fields are not filled,"Дозволити збереження, якщо обов'язкові поля не заповнено"
Allow sending usage data for improving applications,Дозволити надсилання даних використання для покращення додатків
Allow user to login only after this hour (0-24),Дозволити користувачу входити лише після цієї години (0-24)
Allow user to login only before this hour (0-24),Дозволити користувачу входити лише до цієї години (0-24)
"Allow users to log in without a password, using a login link sent to their email","Дозволити користувачам входити без пароля, використовуючи посилання для входу, надіслане на їхню електронну пошту"
Allowed,Дозволено
Allowed File Extensions,Дозволені розширення файлів
Allowed In Mentions,Дозволено в згадках
Allowed Modules,Дозволені модулі
Allowed Public Client Origins,Дозволені джерела публічних клієнтів
Allowed Roles,Дозволені ролі
Allowed embedding domains,Дозволені домени для вбудовування
"Allowing DocType, DocType. Be careful!","Дозвіл DocType, DocType. Будьте обережні!"
"Allows clients to fetch metadata from the <code>/.well-known/oauth-authorization-server</code> endpoint. Reference: <a href=""https://datatracker.ietf.org/doc/html/rfc8414"">RFC8414</a>","Дозволяє клієнтам отримувати метадані з точки доступу <code>/.well-known/oauth-authorization-server</code>. Посилання: <a href=""https://datatracker.ietf.org/doc/html/rfc8414"">RFC8414</a>"
"Allows clients to fetch metadata from the <code>/.well-known/oauth-protected-resource</code> endpoint. Reference: <a href=""https://datatracker.ietf.org/doc/html/rfc9728#name-protected-resource-metadata"">RFC9728</a>","Дозволяє клієнтам отримувати метадані з точки доступу <code>/.well-known/oauth-protected-resource</code>. Посилання: <a href=""https://datatracker.ietf.org/doc/html/rfc9728#name-protected-resource-metadata"">RFC9728</a>"
"Allows clients to register themselves without manual intervention. Registration creates a <b>OAuth Client</b> entry. Reference: <a href=""https://datatracker.ietf.org/doc/html/rfc7591"">RFC7591</a>","Дозволяє клієнтам реєструватися без ручного втручання. При реєстрації створюється запис <b>OAuth Client</b>. Посилання: <a href=""https://datatracker.ietf.org/doc/html/rfc7591"">RFC7591</a>"
Allows clients to view this as an Authorization Server when querying the <code>/.well-known/oauth-protected-resource</code> end point.,Дозволяє клієнтам розглядати це як сервер авторизації при запиті до точки доступу <code>/.well-known/oauth-protected-resource</code>.
Allows enabled Social Login Key Base URL to be shown as authorization server.,Дозволяє відображати увімкнений базовий URL ключа соціального входу як сервер авторизації.
Allows printing or PDF download of documents.,Дозволяє друк або завантаження документів у форматі PDF.
Allows sharing document access with other users.,Дозволяє надавати доступ до документів іншим користувачам.
Allows skipping authorization if a user has active tokens.,"Дозволяє пропускати авторизацію, якщо у користувача є активні токени."
Allows the user to access reports related to the document.,"Дозволяє користувачу отримувати доступ до звітів, пов'язаних з документом."
Allows the user to create new documents.,Дозволяє користувачу створювати нові документи.
Allows the user to delete documents.,Дозволяє користувачу видаляти документи.
Allows the user to edit existing records they have access to.,"Дозволяє користувачу редагувати наявні записи, до яких він має доступ."
Allows the user to email from the document.,Дозволяє користувачу надсилати електронні листи з документа.
Allows the user to export data from the Report view.,Дозволяє користувачу експортувати дані з перегляду звітів.
Allows the user to search and see records.,Дозволяє користувачу шукати та переглядати записи.
Allows the user to use Data Import tool to create / update records.,Дозволяє користувачу використовувати інструмент імпорту даних для створення / оновлення записів.
Allows the user to view the document.,Дозволяє користувачу переглядати документ.
Allows users to enable the mask property for any field of the respective doctype.,Дозволяє користувачам увімкнути властивість маски для будь-якого поля відповідного типу документа.
Already Registered,Вже зареєстровано
Already in the following Users ToDo list:{0},Вже у списку завдань таких користувачів:{0}
Also adding the dependent currency field {0},Також додається залежне поле валюти {0}
Also adding the status dependency field {0},Також додається поле залежності статусу {0}
Alternative Email ID,Альтернативна електронна адреса
Always,Завжди
Always BCC Address,Завжди BCC-адреса
"Always add ""Draft"" Heading for printing draft documents",Завжди додавати заголовок «Чернетка» при друку чорнових документів
Always use Account's Email Address as Sender,Завжди використовуйте обліковий запис Адреса електронної пошти в якості відправника
Always use Account's Name as Sender's Name,Завжди використовуйте ім&#39;я облікового запису як ім&#39;я відправника
Always use this email address as sender address,Завжди використовувати цю адресу як адресу відправника
Always use this name as sender name,Завжди використовувати це ім'я як ім'я відправника
Amend,Змінити
Amend Counter,Лічильник змін
Amended Document Naming Settings,Налаштування іменування змінених документів
Amended Documents,Змінені документи
Amended From,Змінено з
Amending,Зміна
Amendment Naming Override,Перевизначення іменування змін
Amendment Not Allowed,Зміна не дозволена
Amendment naming rules updated.,Правила іменування змін оновлено.
Amount,Сума
Amount Based On Field,Сума На підставі поле
Amount Field,сума поле
Amount must be greater than 0.,Сума повинна бути більше 0.
An email to verify your request has been sent to your email address. Please verify your request to complete the process.,"На вашу електронну адресу надіслано листа для підтвердження запиту. Будь ласка, підтвердьте запит для завершення процесу."
An error occured during the payment process. Please contact us.,"Під час здійснення платежу сталася помилка. Будь ласка, зв&#39;яжіться з нами."
An error occurred while setting Session Defaults,Під час встановлення стандартних значень сеансу виникла помилка
An icon file with .ico extension. Should be 16 x 16 px. Generated using a favicon generator. [favicon-generator.org],Файл іконки з розширенням .ico. Розмір: 16 x 16 пікселів. Генерується за допомогою генератора favicon. [favicon-generator.org]
An unexpected error occurred while authorizing {}.,Під час авторизації {} виникла неочікувана помилка.
Analytics,Аналітика
Ancestors Of,Предки для
Andaman and Nicobar Islands,Андаманські та Нікобарські острови
Andhra Pradesh,Андхра-Прадеш
Announcement Widget,Віджет оголошень
Announcements,Оголошення
Annual,Щорічний
Anonymization Matrix,Матриця анонімізації
Anonymous,Анонімний
Anonymous responses,Анонімні відповіді
Another transaction is blocking this one. Please try again in a few seconds.,"Інша транзакція блокує цю. Будь ласка, спробуйте ще раз через кілька секунд."
"Another {0} with name {1} exists, select another name","Інший {0} з назвою {1} вже існує, оберіть іншу назву"
Any string-based printer languages can be used. Writing raw commands requires knowledge of the printer's native language provided by the printer manufacturer. Please refer to the developer manual provided by the printer manufacturer on how to write their native commands. These commands are rendered on the server side using the Jinja Templating Language.,"Можна використовувати будь-які рядкові мови принтера. Для написання прямих команд необхідно знати рідну мову принтера, надану виробником. Зверніться до посібника розробника від виробника принтера щодо написання рідних команд. Ці команди обробляються на сервері за допомогою мови шаблонів Jinja."
"Apart from System Manager, roles with Set User Permissions right can set permissions for other users for that Document Type.","Окрім системного менеджера, ролі з правом «Встановити дозволи користувача» можуть налаштовувати права для інших користувачів для цього типу документа."
Api Access,Api Access
App,Застосунок
App Access Key,App Ключ доступу
App Client ID,App ID клієнта
App Client Secret,App Client Secret
App ID,ID застосунку
App Logo,Логотип застосунку
App Name,Назва застосунку
App Name (Client Name),Назва застосунку (ім'я клієнта)
App Secret Key,App Secret Key
App not found,Додаток не знайдено
App not found for module: {0},Застосунок для модуля не знайдено: {0}
App {0} already installed,Додаток {0} вже встановлено
App {0} is not installed,Застосунок {0} не встановлено
Append Emails to Sent Folder,Додавати листи до папки «Надіслані»
Append To,Додати до
Append To can be one of {0},«Додати до» може бути одним із: {0}
Append To is mandatory for incoming mails,Додати до є обов&#39;язковим для вхідних повідомлень
"Append as communication against this DocType (must have fields, ""Status"", ""Subject"")","Додайте в зв&#39;язку з цією DocType (повинен мати поля, &quot;статус&quot;, &quot;Тема&quot;)"
"Append as communication against this DocType (must have fields: ""Sender"" and ""Subject""). These fields can be defined in the email settings section of the appended doctype.",Додавати як спілкування для цього типу документа (повинен мати поля: «Відправник» і «Тема»). Ці поля можна визначити в розділі налаштувань електронної пошти доданого типу документа.
Applicable Document Types,Застосовні типи документів
Applicable For,Застосовно для
Application Logo,Логотип застосунку
Application Name,Назва застосунку
Application Version,Версія застосунку
Application is not installed,Застосунок не встановлено
Applied On,Застосовано до
Applies To (DocType),Застосовується до (тип документа)
Apply,Застосувати
Apply Assignment Rule,Застосувати правило призначення
Apply Document Permissions,Застосувати дозволи на документ
Apply Filters,Застосувати фільтри
Apply Module Export Filter,Застосувати фільтр експорту модуля
Apply Only Once,Застосовувати лише один раз
Apply Strict User Permissions,Застосувати суворі права користувача
Apply To,Застосувати до
Apply To All Document Types,Застосувати до всіх типів документів
Apply User Permission On,Застосувати права користувача до
Apply document permissions,Застосувати права документа
Apply this rule if the User is the Owner,"Застосовувати це правило, якщо користувач є власником"
Apply this rule only once per document,Застосовуйте це правило лише один раз для кожного документа
Apply to all Documents Types,Застосувати до всіх типів документів
Applying: {0},Застосування: {0}
Appreciate,Вдячний
Appreciation,Вдячність
Approval Required,Потрібне затвердження
Approval Status,Стан затвердження
Approved,Затверджений
Apps,Застосунки
Ar,Ар
Archive,Архів
Archived,Архівовано
Archived Columns,Архівовані стовпці
Are you sure you want to cancel the invitation?,"Ви впевнені, що хочете скасувати запрошення?"
Are you sure you want to clear the assignments?,"Ви впевнені, що хочете очистити призначення?"
Are you sure you want to delete all rows?,"Ви впевнені, що хочете видалити всі рядки?"
Are you sure you want to delete all {0} rows?,"Ви впевнені, що хочете видалити всі рядки ({0})?"
